1 0 10621.9 


2 .2 5358.53 
2 1.2 5631.18 


4 .4 1168.75 
4 1.4 4658.94 
4 2.4 1152.67 
4 3.4 4780.13 


8 .6 13.765 
8 1.6 256.852 
8 2.6 1132.71 
8 3.6 4550.36 
8 4.6 1047.01 
8 5.6 4531 
8 6.6 9.663 
8 7.6 240.273 


16 .8 4.45 
16 1.8 6.055 
16 2.8 251.322 
16 3.8 7.035 
16 4.8 11.065 
16 5.8 1112.28 
16 6.8 3094.23 
16 7.8 1765.39 
16 8.8 14.294 
16 9.8 1045.17 
16 10.8 3229.22 
16 11.8 1802.14 
16 12.8 4.623 
16 13.8 6.364 
16 14.8 250.055 
16 15.8 7.54 


